TableOnFileGroup	Schema Name	Table Name	Data Element	OrdinalPosition	Data Type	Max Len	Prec	Scale	Identity	NOT NULL	References	Default Value
PRIMARY	dbo	header	header_sql	2	varchar	5000	          	          				
PRIMARY	dbo	header	header_desc	3	varchar	255	          	          				
PRIMARY	dbo	header	nasis_report_name	4	varchar	255	          	          				
PRIMARY	dbo	instrument_model	instr_model_key	1	int	          	10	0	Y	NOT NULL		
PRIMARY	dbo	instrument_model	instr_model	2	varchar	128	          	          		NOT NULL		
PRIMARY	dbo	instrument_model	instr_manufacturer	3	varchar	128	          	          				
PRIMARY	dbo	instrument_model_set	instr_model_set_key	1	int	          	10	0	Y	NOT NULL		
PRIMARY	dbo	instrument_model_set	instr_model_key	2	int	          	10	0		NOT NULL	instrument_model(instr_model_key)	
PRIMARY	dbo	instrument_model_set	instr_set_key	3	int	          	10	0		NOT NULL	instrument_set(instr_set_key)	
PRIMARY	dbo	instrument_set	instr_set_key	1	int	          	10	0	Y	NOT NULL		
PRIMARY	dbo	instrument_set	instr_set_name	2	varchar	128	          	          		NOT NULL		
PRIMARY	dbo	instrument_set	instr_set_config	3	varchar	128	          	          				
PRIMARY	dbo	instrument_set	instr_set_desc	4	varchar	254	          	          				
PRIMARY	dbo	irscan_data	irscan_key	1	int	          	10	0	Y	NOT NULL		
PRIMARY	dbo	irscan_data	layer_key	2	int	          	10	0		NOT NULL	layer(layer_key)	
PRIMARY	dbo	irscan_data	source_system_key	3	int	          	10	0		NOT NULL	source_system(source_system_key)	
PRIMARY	dbo	irscan_data	source_system_id	4	varchar	128	          	          				
PRIMARY	dbo	irscan_data	smp_id	5	varchar	128	          	          				
PRIMARY	dbo	irscan_data	scan_type	6	varchar	128	          	          		NOT NULL		
PRIMARY	dbo	irscan_data	rep_num	7	int	          	10	0		NOT NULL		((1))
PRIMARY	dbo	irscan_data	light_source	8	varchar	128	          	          		NOT NULL		('muglight')
PRIMARY	dbo	irscan_data	scan_date	9	datetime	          	          	          				
PRIMARY	dbo	irscan_data	scan_path_name	10	varchar	20	          	          		NOT NULL		
PRIMARY	dbo	irscan_data	scan_data	11	varbinary	-1	          	          		NOT NULL		
NULL	dbo	Kathytest1	natural_key	1	varchar	128	          	          				
NULL	dbo	Kathytest1	site_key	2	int	          	10	0				
PRIMARY	dbo	lab_datamart_data	lab_datamart_data_key	1	bigint	          	19	0	Y	NOT NULL		
PRIMARY	dbo	lab_datamart_data	lab_datamart_pair_key	2	varchar	50	          	          		NOT NULL		
PRIMARY	dbo	lab_datamart_data	lab_datamart_pair_value	3	varchar	512	          	          		NOT NULL		
PRIMARY	dbo	layer	layer_key	1	int	          	10	0	Y	NOT NULL		
PRIMARY	dbo	layer	natural_key	2	varchar	10	          	          		NOT NULL		
PRIMARY	dbo	layer	project_key	3	int	          	10	0		NOT NULL		
PRIMARY	dbo	layer	site_key	4	int	          	10	0				
PRIMARY	dbo	layer	pedon_key	5	int	          	10	0				
PRIMARY	dbo	layer	layer_sequence	6	smallint	          	5	0				
PRIMARY	dbo	layer	layer_type	7	varchar	128	          	          				
PRIMARY	dbo	layer	layer_field_label_1	8	varchar	60	          	          				
PRIMARY	dbo	layer	layer_field_label_2	9	varchar	60	          	          				
PRIMARY	dbo	layer	layer_field_label_3	10	varchar	60	          	          				
PRIMARY	dbo	layer	hzn_top	11	numeric	          	5	1				
PRIMARY	dbo	layer	hzn_bot	12	numeric	          	5	1				
PRIMARY	dbo	layer	hzn_desgn_old	13	varchar	18	          	          				
PRIMARY	dbo	layer	hzn_desgn	14	varchar	12	          	          				
PRIMARY	dbo	layer	hzn_discontinuity	15	numeric	          	2	0				
PRIMARY	dbo	layer	hzn_master	16	varchar	128	          	          				
PRIMARY	dbo	layer	hzn_prime	17	varchar	128	          	          				
PRIMARY	dbo	layer	hzn_vert_subdvn	18	numeric	          	2	0				
PRIMARY	dbo	layer	hzn_desgn_other	19	varchar	12	          	          				
PRIMARY	dbo	layer	non_hzn_desgn	20	varchar	50	          	          				
PRIMARY	dbo	layer	stratified_textures_flag	21	tinyint	          	3	0				
PRIMARY	dbo	layer	texture_description	22	varchar	254	          	          				
PRIMARY	dbo	layer_horz_desgn_ls	horz_desgn_ls_key	1	int	          	10	0	Y	NOT NULL		
PRIMARY	dbo	layer_horz_desgn_ls	layer_key	2	int	          	10	0		NOT NULL	layer(layer_key)	
PRIMARY	dbo	layer_horz_desgn_ls	sequence_number	3	tinyint	          	3	0		NOT NULL		
PRIMARY	dbo	layer_horz_desgn_ls	horz_desgn_lsuffix	4	varchar	128	          	          		NOT NULL		
NULL	dbo	layer_list	layer_key	1	int	          	10	0		NOT NULL		
NULL	dbo	layer_list	natural_key	2	varchar	10	          	          		NOT NULL		
NULL	dbo	layer_list	project_key	3	int	          	10	0		NOT NULL		
NULL	dbo	layer_list	site_key	4	int	          	10	0				
NULL	dbo	layer_list	pedon_key	5	int	          	10	0				
NULL	dbo	layer_list	layer_sequence	6	smallint	          	5	0				
NULL	dbo	layer_list	layer_type	7	varchar	128	          	          				
NULL	dbo	layer_list	layer_field_label_1	8	varchar	60	          	          				
NULL	dbo	layer_list	layer_field_label_2	9	varchar	60	          	          				
NULL	dbo	layer_list	layer_field_label_3	10	varchar	60	          	          				
NULL	dbo	layer_list	hzn_top	11	numeric	          	5	1				
NULL	dbo	layer_list	hzn_bot	12	numeric	          	5	1				
NULL	dbo	layer_list	hzn_desgn_old	13	varchar	18	          	          				
NULL	dbo	layer_list	hzn_desgn	14	varchar	12	          	          				
NULL	dbo	layer_list	hzn_discontinuity	15	numeric	          	2	0				
NULL	dbo	layer_list	hzn_master	16	varchar	128	          	          				
NULL	dbo	layer_list	hzn_prime	17	varchar	128	          	          				
NULL	dbo	layer_list	hzn_vert_subdvn	18	numeric	          	2	0				
NULL	dbo	layer_list	hzn_desgn_other	19	varchar	12	          	          				
NULL	dbo	layer_list	non_hzn_desgn	20	varchar	50	          	          				
NULL	dbo	layer_list	stratified_textures_flag	21	tinyint	          	3	0				
NULL	dbo	layer_list	texture_description	22	varchar	254	          	          				
PRIMARY	dbo	layer_texture	layer_texture_key	1	int	          	10	0	Y	NOT NULL		
PRIMARY	dbo	layer_texture	layer_key	2	int	          	10	0		NOT NULL	layer(layer_key)	
PRIMARY	dbo	layer_texture	sequence_number	3	tinyint	          	3	0		NOT NULL		
PRIMARY	dbo	layer_texture	texture_class	4	varchar	128	          	          				
PRIMARY	dbo	layer_texture	term_used_in_lieu_of_texture	5	varchar	128	          	          				
PRIMARY	dbo	layer_texture_modifier	lay_texture_mod_key	1	int	          	10	0	Y	NOT NULL		
PRIMARY	dbo	layer_texture_modifier	layer_texture_key	2	int	          	10	0		NOT NULL	layer_texture(layer_texture_key)	
PRIMARY	dbo	layer_texture_modifier	sequence_number	3	tinyint	          	3	0		NOT NULL		
PRIMARY	dbo	layer_texture_modifier	texture_modifier	4	varchar	128	          	          		NOT NULL		
NULL	dbo	Major Elements	natural_key	1	varchar	10	          	          		NOT NULL		
NULL	dbo	Major Elements	result_source_key	2	int	          	10	0		NOT NULL		
NULL	dbo	Major Elements	prep_code	3	varchar	64	          	          				
NULL	dbo	Major Elements	al_mjelm	4	decimal	          	8	0				
NULL	dbo	Major Elements	ca_mjelm	5	decimal	          	8	0				
NULL	dbo	Major Elements	fe_mjelm	6	decimal	          	8	0				
NULL	dbo	Major Elements	k_mjelm	7	decimal	          	8	0				
NULL	dbo	Major Elements	mg_mjelm	8	decimal	          	8	0				
NULL	dbo	Major Elements	mn_mjelm	9	decimal	          	8	0				
NULL	dbo	Major Elements	na_mjelm	10	decimal	          	8	0				
NULL	dbo	Major Elements	p_mjelm	11	decimal	          	8	0				
NULL	dbo	Major Elements	si_mjelm	12	decimal	          	8	0				
NULL	dbo	Major Elements	sr_mjelm	13	decimal	          	10	3				
NULL	dbo	Major Elements	ti_mjelm	14	decimal	          	8	0				
NULL	dbo	Major Elements	zr_mjelm	15	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	natural_key	1	varchar	10	          	          		NOT NULL		
NULL	dbo	Major Elementsnoneg	result_source_key	2	int	          	10	0		NOT NULL		
NULL	dbo	Major Elementsnoneg	prep_code	3	varchar	64	          	          				
NULL	dbo	Major Elementsnoneg	al_mjelm	4	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	ca_mjelm	5	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	fe_mjelm	6	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	k_mjelm	7	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	mg_mjelm	8	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	mn_mjelm	9	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	na_mjelm	10	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	p_mjelm	11	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	si_mjelm	12	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	sr_mjelm	13	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	ti_mjelm	14	decimal	          	8	0				
NULL	dbo	Major Elementsnoneg	zr_mjelm	15	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	natural_key	1	varchar	10	          	          		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_And_Oxides	result_source_key	2	int	          	10	0		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_And_Oxides	prep_code	3	varchar	64	          	          		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_And_Oxides	major_element_method	4	varchar	12	          	          				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	aluminum_major_element	5	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	calcium_major_element	6	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	iron_major_element	7	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	potassium_major_element	8	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	magnesium_major_element	9	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	manganese_major_element	10	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	sodium_major_element	11	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	phosphorus_major_element	12	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	silicon_major_element	13	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	strontium_major_element	14	decimal	          	10	3				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	titanium_major_element	15	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	zirconium_major_element	16	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	trace_element_method	17	varchar	12	          	          				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	silver_trace_element	18	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	arsenic_trace_element	19	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	barium_trace_element	20	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	beryllium_trace_element	21	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	cadmium_trace_element	22	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	cobalt_trace_element	23	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	chromium_trace_element	24	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	copper_trace_element	25	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	mercury_trace_element	26	decimal	          	8	0				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	manganese_trace_element	27	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	molybdenum_trace_element	28	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	nickel_trace_element	29	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	phosphorus_trace_element	30	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	lead_trace_element	31	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	antimony_trace_element	32	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	selenium_trace_element	33	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	tin_trace_element	34	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	strontium_trace_element	35	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	thallium_trace_element	36	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	vanadium_trace_element	37	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	tungsten_trace_element	38	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	zinc_trace_element	39	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	iron_oxide_total	40	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	aluminum_oxide_total	41	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_And_Oxides	potassium_oxide_total	42	decimal	          	8	2				
NULL	dbo	Major_And_Trace_Elements_Oxides_List	natural_key	1	varchar	10	          	          		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_Oxides_List	result_key	2	int	          	10	0		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_Oxides_List	result_type	3	varchar	128	          	          		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_Oxides_List	result_source_key	4	int	          	10	0		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_Oxides_List	analyte_key	5	int	          	10	0		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_Oxides_List	prep_key	6	int	          	10	0				
NULL	dbo	Major_And_Trace_Elements_Oxides_List	result_value	7	varchar	128	          	          				
NULL	dbo	Major_And_Trace_Elements_Oxides_List	procedure_key	8	int	          	10	0				
NULL	dbo	Major_And_Trace_Elements_Oxides_List	analyzed_size_frac	9	varchar	128	          	          				
NULL	dbo	Major_And_Trace_Elements_Oxides_List	analyte_abbrev	10	varchar	25	          	          		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_Oxides_List	prep_abbrev	11	varchar	64	          	          				
NULL	dbo	Major_And_Trace_Elements_Oxides_List	prep_code	12	varchar	64	          	          				
NULL	dbo	Major_And_Trace_Elements_Oxides_List	analyte_format	13	varchar	20	          	          		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_Oxides_List	site_key	14	int	          	10	0				
NULL	dbo	Major_And_Trace_Elements_Oxides_List	source_system_key	15	int	          	10	0		NOT NULL		
NULL	dbo	Major_And_Trace_Elements_Oxides_List	procedure_code	16	varchar	12	          	          		NOT NULL		
NULL	dbo	Major_Elements	natural_key	1	varchar	10	          	          		NOT NULL		
NULL	dbo	Major_Elements	result_source_key	2	int	          	10	0		NOT NULL		
NULL	dbo	Major_Elements	prep_code	3	varchar	64	          	          				
NULL	dbo	Major_Elements	al_mjelm	4	decimal	          	8	0				
NULL	dbo	Major_Elements	ca_mjelm	5	decimal	          	8	0				
NULL	dbo	Major_Elements	fe_mjelm	6	decimal	          	8	0				
NULL	dbo	Major_Elements	k_mjelm	7	decimal	          	8	0				
NULL	dbo	Major_Elements	mg_mjelm	8	decimal	          	8	0				
NULL	dbo	Major_Elements	mn_mjelm	9	decimal	          	8	0				
NULL	dbo	Major_Elements	na_mjelm	10	decimal	          	8	0				
NULL	dbo	Major_Elements	p_mjelm	11	decimal	          	8	0				
NULL	dbo	Major_Elements	si_mjelm	12	decimal	          	8	0				
NULL	dbo	Major_Elements	sr_mjelm	13	decimal	          	10	3				
NULL	dbo	Major_Elements	ti_mjelm	14	decimal	          	8	0				
NULL	dbo	Major_Elements	zr_mjelm	15	decimal	          	8	0				
NULL	dbo	majortier31list	natural_key	1	varchar	10	          	          		NOT NULL		
NULL	dbo	majortier31list	result_key	2	int	          	10	0		NOT NULL		
NULL	dbo	majortier31list	result_type	3	varchar	128	          	          		NOT NULL		
NULL	dbo	majortier31list	result_source_key	4	int	          	10	0		NOT NULL		
NULL	dbo	majortier31list	analyte_key	5	int	          	10	0		NOT NULL		
NULL	dbo	majortier31list	prep_key	6	int	          	10	0				
NULL	dbo	majortier31list	result_value	7	varchar	128	          	          				
NULL	dbo	majortier31list	procedure_key	8	int	          	10	0				
NULL	dbo	majortier31list	analyzed_size_frac	9	varchar	128	          	          				
NULL	dbo	majortier31list	analyte_abbrev	10	varchar	25	          	          		NOT NULL		
NULL	dbo	majortier31list	prep_abbrev	11	varchar	64	          	          				
NULL	dbo	majortier31list	prep_code	12	varchar	64	          	          				
NULL	dbo	majortier31list	analyte_format	13	varchar	20	          	          		NOT NULL		
NULL	dbo	majortier31list	site_key	14	int	          	10	0				
NULL	dbo	majortier31list	method_code	15	varchar	60	          	          		NOT NULL		
NULL	dbo	majortier31listtest0	natural_key	1	varchar	10	          	          		NOT NULL		
NULL	dbo	majortier31listtest0	result_key	2	int	          	10	0		NOT NULL		
NULL	dbo	majortier31listtest0	result_type	3	varchar	128	          	          		NOT NULL		
NULL	dbo	majortier31listtest0	result_source_key	4	int	          	10	0		NOT NULL		
NULL	dbo	majortier31listtest0	analyte_key	5	int	          	10	0		NOT NULL		
NULL	dbo	majortier31listtest0	prep_key	6	int	          	10	0				
NULL	dbo	majortier31listtest0	result_value	7	varchar	128	          	          				
NULL	dbo	majortier31listtest0	procedure_key	8	int	          	10	0				
NULL	dbo	majortier31listtest0	analyzed_size_frac	9	varchar	128	          	          				
NULL	dbo	majortier31listtest0	analyte_abbrev	10	varchar	25	          	          		NOT NULL		
NULL	dbo	majortier31listtest0	prep_abbrev	11	varchar	64	          	          				
NULL	dbo	majortier31listtest0	prep_code	12	varchar	64	          	          				
NULL	dbo	majortier31listtest0	analyte_format	13	varchar	20	          	          		NOT NULL		
NULL	dbo	majortier31listtest0	site_key	14	int	          	10	0				
NULL	dbo	majortier31listtest0	method_code	15	varchar	60	          	          		NOT NULL		
NULL	dbo	Mineralogy glass	natural_key	1	varchar	10	          	          		NOT NULL		
NULL	dbo	Mineralogy glass	result_source_key	2	int	          	10	0		NOT NULL		
NULL	dbo	Mineralogy glass	prep_code	3	varchar	64	          	          				
NULL	dbo	Mineralogy glass	analyzed_size_frac	4	varchar	128	          	          				
NULL	dbo	Mineralogy glass	min_BG_glass_count	5	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_DI_glass_count	6	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_GA_glass_count	7	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_GS_glass_count	8	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_FG_glass_count	9	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_GC_glass_count	10	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_HG_glass_count	11	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_OG_glass_count	12	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_QG_glass_count	13	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_GM_glass_count	14	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_OT_glass_count	15	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_PO_glass_count	16	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_SS_glass_count	17	decimal	          	3	0				
NULL	dbo	Mineralogy glass	min_AR_glass_count	18	decimal	          	3	0				
NULL	dbo	Mineralogy glass	tot_gr	19	decimal	          	3	0				
NULL	dbo	Mineralogy petro	natural_key	1	varchar	10	          	          		NOT NULL		
NULL	dbo	Mineralogy petro	result_source_key	2	int	          	10	0		NOT NULL		
NULL	dbo	Mineralogy petro	prep_code	3	varchar	64	          	          		NOT NULL		
NULL	dbo	Mineralogy petro	analyzed_size_frac	4	varchar	128	          	          				
NULL	dbo	Mineralogy petro	min_AC_petro_count	5	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FB_petro_count	6	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_AM_petro_count	7	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_AE_petro_count	8	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_AN_petro_count	9	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FA_petro_count	10	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_AY_petro_count	11	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FN_petro_count	12	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FH_petro_count	13	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_AH_petro_count	14	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_AG_petro_count	15	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_AP_petro_count	16	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_AO_petro_count	17	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_AF_petro_count	18	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_AU_petro_count	19	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_BA_petro_count	20	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_BG_petro_count	21	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_BY_petro_count	22	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_BT_petro_count	23	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_BC_petro_count	24	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_BE_petro_count	25	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_BZ_petro_count	26	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_BK_petro_count	27	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_BR_petro_count	28	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CA_petro_count	29	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CB_petro_count	30	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CT_petro_count	31	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CD_petro_count	32	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CL_petro_count	33	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CM_petro_count	34	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CY_petro_count	35	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_QC_petro_count	36	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CH_petro_count	37	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CZ_petro_count	38	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CC_petro_count	39	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CO_petro_count	40	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CN_petro_count	41	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_CR_petro_count	42	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_DI_petro_count	43	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_DP_petro_count	44	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_DL_petro_count	45	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_DU_petro_count	46	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_EN_petro_count	47	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_EP_petro_count	48	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FD_petro_count	49	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FZ_petro_count	50	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FM_petro_count	51	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FU_petro_count	52	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FF_petro_count	53	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GG_petro_count	54	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GN_petro_count	55	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GI_petro_count	56	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GA_petro_count	57	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FG_petro_count	58	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GC_petro_count	59	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_HG_petro_count	60	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_OG_petro_count	61	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_QG_petro_count	62	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GS_petro_count	63	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GM_petro_count	64	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GL_petro_count	65	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GO_petro_count	66	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GE_petro_count	67	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GD_petro_count	68	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_GY_petro_count	69	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_KH_petro_count	70	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_HE_petro_count	71	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_HN_petro_count	72	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_HB_petro_count	73	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_ID_petro_count	74	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_QI_petro_count	75	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FE_petro_count	76	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_JO_petro_count	77	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_KK_petro_count	78	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_KY_petro_count	79	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FL_petro_count	80	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_LA_petro_count	81	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_LP_petro_count	82	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_LO_petro_count	83	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_LU_petro_count	84	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_LM_petro_count	85	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_LT_petro_count	86	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_ME_petro_count	87	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_MG_petro_count	88	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_MR_petro_count	89	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_ML_petro_count	90	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_MI_petro_count	91	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FC_petro_count	92	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_MZ_petro_count	93	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_MT_petro_count	94	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_MS_petro_count	95	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_NE_petro_count	96	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_NX_petro_count	97	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FO_petro_count	98	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_OV_petro_count	99	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_OP_petro_count	100	decimal	          	3	0				
NULL	dbo	Mineralogy petro	min_FR_petro_count	101	decimal	          	3	0				
