TableOnFileGroup,Schema Name,Table Name,COLUMN_NAME2,column_length,Data Element,OrdinalPosition,Data Type,Max Len,Prec,Scale,Identity,NOT NULL,References,Default Value
FG1,dbo,lab_calculations_including_estimates_and_default_values,percent_passing_3_quarter_inch,30,percent_passing_3_quarter_inch,71,decimal,          ,10,0,,,,
FG1,dbo,lab_calculations_including_estimates_and_default_values,percent_passing_3_eights_inch,29,percent_passing_3_eights_inch,72,decimal,          ,10,0,,,,
FG1,dbo,lab_calculations_including_estimates_and_default_values,percent_passing_no_4_sieve,26,percent_passing_no_4_sieve,73,decimal,          ,10,0,,,,
FG1,dbo,lab_calculations_including_estimates_and_default_values,percent_passing_no_10_sieve,27,percent_passing_no_10_sieve,74,decimal,          ,10,0,,,,
FG1,dbo,lab_calculations_including_estimates_and_default_values,percent_passing_no_40_sieve,27,percent_passing_no_40_sieve,75,decimal,          ,10,0,,,,
FG1,dbo,lab_calculations_including_estimates_and_default_values,percent_passing_no_200_sieve,28,percent_passing_no_200_sieve,76,decimal,          ,10,0,,,,
FG1,dbo,lab_calculations_including_estimates_and_default_values,percent_passing_20_micron_siev,30,percent_passing_20_micron_siev,77,decimal,          ,10,0,,,,
FG1,dbo,lab_calculations_including_estimates_and_default_values,percent_passing_5_micron_sieve,30,percent_passing_5_micron_sieve,78,decimal,          ,10,0,,,,
FG1,dbo,lab_calculations_including_estimates_and_default_values,percent_passing_2_micron_sieve,30,percent_passing_2_micron_sieve,79,decimal,          ,10,0,,,,
FG1,dbo,lab_calculations_including_estimates_and_default_values,cumulative_curve_less_than_1mm,30,cumulative_curve_less_than_1mm,80,decimal,          ,10,0,,,,
FG1,dbo,lab_calculations_including_estimates_and_default_values,cumulative_curve_lt_1_half_mm,29,cumulative_curve_lt_1_half_mm,81,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,labsampnum,10,labsampnum,1,varchar,10,          ,          ,,NOT NULL,,
FG1,dbo,lab_chemical_properties,result_source_key,17,result_source_key,2,int,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,prep_code,9,prep_code,3,varchar,64,          ,          ,,,,
FG1,dbo,lab_chemical_properties,nh4_ph_7,11,ca_nh4_ph_7,4,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,nh4_ph_7_method,18,ca_nh4_ph_7_method,5,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,nh4_ph_7,11,mg_nh4_ph_7,6,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,nh4_ph_7_method,18,mg_nh4_ph_7_method,7,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,nh4_ph_7,11,na_nh4_ph_7,8,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,nh4_ph_7_method,18,na_nh4_ph_7_method,9,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,k_nh4_ph_7,10,k_nh4_ph_7,10,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,k_nh4_ph_7_method,17,k_nh4_ph_7_method,11,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,acidity_bacl2_tea_ph_8_2,24,acidity_bacl2_tea_ph_8_2,12,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,acidity_bacl2_tea_ph_82_method,30,acidity_bacl2_tea_ph_82_method,13,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,aluminum_kcl_extractable,24,aluminum_kcl_extractable,14,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,aluminum_kcl_extract_method,27,aluminum_kcl_extract_method,15,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,manganese_kcl_extractable,25,manganese_kcl_extractable,16,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,manganese_kcl_extract_method,28,manganese_kcl_extract_method,17,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,iron_kcl_extractable,20,iron_kcl_extractable,18,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,iron_kcl_extractable_method,27,iron_kcl_extractable_method,19,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,cec_nh4_ph_7,12,cec_nh4_ph_7,20,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,cec_nh4_ph_7_method,19,cec_nh4_ph_7_method,21,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,total_carbon_ncs,16,total_carbon_ncs,22,decimal,          ,10,3,,,,
FG1,dbo,lab_chemical_properties,total_carbon_ncs_method,23,total_carbon_ncs_method,23,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,total_nitrogen_ncs,18,total_nitrogen_ncs,24,decimal,          ,10,3,,,,
FG1,dbo,lab_chemical_properties,total_nitrogen_ncs_method,25,total_nitrogen_ncs_method,25,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,total_sulfur_ncs,16,total_sulfur_ncs,26,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,total_sulfur_ncs_method,23,total_sulfur_ncs_method,27,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,organic_carbon_walkley_black,28,organic_carbon_walkley_black,28,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,walkley_black_method,23,oc_walkley_black_method,29,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,dithionite_citrate_extract,29,fe_dithionite_citrate_extract,30,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,iron_dc_extract_method,22,iron_dc_extract_method,31,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,aluminum_dithionite_citrate,27,aluminum_dithionite_citrate,32,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,aluminum_dc_extract_method,26,aluminum_dc_extract_method,33,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,manganese_dithionite_citrate,28,manganese_dithionite_citrate,34,decimal,          ,10,3,,,,
FG1,dbo,lab_chemical_properties,manganese_dc_extract_method,27,manganese_dc_extract_method,35,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,ammoniumoxalate_opticaldensity,30,ammoniumoxalate_opticaldensity,36,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,ammonium_ox_opt_dens_method,27,ammonium_ox_opt_dens_method,37,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,ammoniumoxalate_extractable,30,fe_ammoniumoxalate_extractable,38,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,iron_ammonium_oxalate_method,28,iron_ammonium_oxalate_method,39,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,aluminum_ammonium_oxalate,25,aluminum_ammonium_oxalate,40,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,ammonium_oxalate_method,26,al_ammonium_oxalate_method,41,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,silica_ammonium_oxalate,23,silica_ammonium_oxalate,42,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,silica_ammonium_oxalate_method,30,silica_ammonium_oxalate_method,43,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,manganese_ammonium_oxalate,26,manganese_ammonium_oxalate,44,decimal,          ,10,3,,,,
FG1,dbo,lab_chemical_properties,ammonium_oxalate_method,26,mn_ammonium_oxalate_method,45,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,carbon_sodium_pyro_phospate,27,carbon_sodium_pyro_phospate,46,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,c_na_pyro_phosphate_method,26,c_na_pyro_phosphate_method,47,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,iron_sodium_pyro_phosphate,26,iron_sodium_pyro_phosphate,48,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,iron_na_pyro_phosphate_method,29,iron_na_pyro_phosphate_method,49,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,aluminum_na_pyro_phosphate,26,aluminum_na_pyro_phosphate,50,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,aluminum_na_pyro_phosphate_met,30,aluminum_na_pyro_phosphate_met,51,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,manganese_na_pyro_phosphate,27,manganese_na_pyro_phosphate,52,decimal,          ,10,3,,,,
FG1,dbo,lab_chemical_properties,na_pyro_phosphate_method,27,mn_na_pyro_phosphate_method,53,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,kcl,6,ph_kcl,54,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,kcl_method,13,ph_kcl_method,55,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,cacl2,8,ph_cacl2,56,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,cacl2_method,15,ph_cacl2_method,57,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,h2o,6,ph_h2o,58,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,h2o_method,13,ph_h2o_method,59,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,saturated_paste,18,ph_saturated_paste,60,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,saturated_paste_method,25,ph_saturated_paste_method,61,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,oxidized,11,ph_oxidized,62,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,oxidized_initial,19,ph_oxidized_initial,63,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,oxidized_method,18,ph_oxidized_method,64,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,naf,6,ph_naf,65,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,naf_method,13,ph_naf_method,66,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,water_extract,16,ph_water_extract,67,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,water_extract_method,23,ph_water_extract_method,68,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,caco3_lt_2_mm,13,caco3_lt_2_mm,69,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,caco3_lt_2_mm_method,20,caco3_lt_2_mm_method,70,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,corrected_gypsum_lt_2_mm,24,corrected_gypsum_lt_2_mm,71,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,corrected_gyp_lt_2_mm_method,28,corrected_gyp_lt_2_mm_method,72,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,resistivity_saturated_paste,27,resistivity_saturated_paste,73,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,resistivity_sp_method,21,resistivity_sp_method,74,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,satx,7,ca_satx,75,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,satx_method,14,ca_satx_method,76,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,satx,7,mg_satx,77,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,satx_method,14,mg_satx_method,78,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,plus_mg_satx,15,ca_plus_mg_satx,79,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,plus_mg_satx_method,22,ca_plus_mg_satx_method,80,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,satx,7,na_satx,81,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,satx_method,14,na_satx_method,82,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,k_satx,6,k_satx,83,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,k_satx_method,13,k_satx_method,84,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,co3_satx,8,co3_satx,85,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,co3_satx_method,15,co3_satx_method,86,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,hco3_satx,9,hco3_satx,87,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,hco3_satx_method,16,hco3_satx_method,88,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,co3_plus_hco3_satx,18,co3_plus_hco3_satx,89,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,co3_plus_hco3_satx_method,25,co3_plus_hco3_satx_method,90,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,satx,7,cl_satx,91,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,satx_method,14,cl_satx_method,92,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,f_satx,6,f_satx,93,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,f_satx_method,13,f_satx_method,94,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,po4_satx,8,po4_satx,95,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,po4_satx_method,15,po4_satx_method,96,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,satx,7,br_satx,97,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,satx_method,14,br_satx_method,98,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,oac_satx,8,oac_satx,99,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,oac_satx_method,15,oac_satx_method,100,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,so4_satx,8,so4_satx,101,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,so4_satx_method,15,so4_satx_method,102,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,no2_satx,8,no2_satx,103,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,no2_satx_method,15,no2_satx_method,104,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,no3_satx,8,no3_satx,105,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,no3_satx_method,15,no3_satx_method,106,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,h20_satx,8,h20_satx,107,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,h20_satx_method,15,h20_satx_method,108,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,electrical_conductivity_satx,28,electrical_conductivity_satx,109,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,electrical_cond_satx_method,27,electrical_cond_satx_method,110,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,predict_one_to_two,21,ec_predict_one_to_two,111,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,predict_one_to_two_method,28,ec_predict_one_to_two_method,112,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,melanic_index,13,melanic_index,113,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,melanic_index_method,20,melanic_index_method,114,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,new_zealand_phosphorus_retent,29,new_zealand_phosphorus_retent,115,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,new_zealand_phos_retent_method,30,new_zealand_phos_retent_method,116,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,phosphorus_ammonium_oxalate,27,phosphorus_ammonium_oxalate,117,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus ammonium oxalate method,34,phosphorus_ammonium_oxalate_method,118,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,phosphorus_anion_resin_one_hr,29,phosphorus_anion_resin_one_hr,119,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus_anion_resin_24_hr,28,phosphorus_anion_resin_24_hr,120,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus_anion_resin_method,29,phosphorus_anion_resin_method,121,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,phosphorus_bray1,16,phosphorus_bray1,122,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus_bray1_method,23,phosphorus_bray1_method,123,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,phosphorus_bray2,16,phosphorus_bray2,124,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus_bray2_method,23,phosphorus_bray2_method,125,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,phosphorus_citric_acid,22,phosphorus_citric_acid,126,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus_citric_acid_method,29,phosphorus_citric_acid_method,127,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,phosphorus_mehlich_3,20,phosphorus_mehlich_3,128,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus_mehlich_3_method,27,phosphorus_mehlich_3_method,129,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,phosphorus_olsen,16,phosphorus_olsen,130,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus_olsen_method,23,phosphorus_olsen_method,131,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,phosphorus_water,16,phosphorus_water,132,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus_water_method,23,phosphorus_water_method,133,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,nitrate_1m_kcl,14,nitrate_1m_kcl,134,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,nitrate_1m_kcl_method,21,nitrate_1m_kcl_method,135,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,water_extract_method,20,water_extract_method,136,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,acetate_water_extractable,25,acetate_water_extractable,137,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,aluminum_water_extractable,26,aluminum_water_extractable,138,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,arsenic_water_extractable,25,arsenic_water_extractable,139,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,barium_water_extractable,24,barium_water_extractable,140,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,boron_water_extractable,23,boron_water_extractable,141,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,bromide_water_extractable,25,bromide_water_extractable,142,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,cadmium_water_extractable,25,cadmium_water_extractable,143,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,calcium_water_extractable,25,calcium_water_extractable,144,decimal,          ,18,1,,,,
FG1,dbo,lab_chemical_properties,chloride_water_extractable,26,chloride_water_extractable,145,decimal,          ,18,3,,,,
FG1,dbo,lab_chemical_properties,chromium_water_extractabe,25,chromium_water_extractabe,146,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,cobalt_water_extractable,24,cobalt_water_extractable,147,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,copper_water_extracable,23,copper_water_extracable,148,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,water_extract,16,ec_water_extract,149,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,fluoride_water_extractable,26,fluoride_water_extractable,150,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,iron_water_extractable,22,iron_water_extractable,151,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,lead_water_extractable,22,lead_water_extractable,152,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,magnesium_water_extractable,27,magnesium_water_extractable,153,decimal,          ,18,1,,,,
FG1,dbo,lab_chemical_properties,manganese_water_extractable,27,manganese_water_extractable,154,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,molybdenum_water_extractable,28,molybdenum_water_extractable,155,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,nickel_water_extractable,24,nickel_water_extractable,156,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,nitrate_n_water_extractable,27,nitrate_n_water_extractable,157,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,nitrate_water_extractable,25,nitrate_water_extractable,158,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,nitrite_water_extractable,25,nitrite_water_extractable,159,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus_water_extractable,28,phosphorus_water_extractable,160,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,phosphate_water_extractable,27,phosphate_water_extractable,161,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,potassium_water_extractable,27,potassium_water_extractable,162,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,selenium_water_extractable,26,selenium_water_extractable,163,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,silicon_water_extractable,25,silicon_water_extractable,164,decimal,          ,18,1,,,,
FG1,dbo,lab_chemical_properties,sodium_water_extractable,24,sodium_water_extractable,165,decimal,          ,18,1,,,,
FG1,dbo,lab_chemical_properties,strontium_water_extractable,27,strontium_water_extractable,166,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,sulfate_water_extractable,25,sulfate_water_extractable,167,decimal,          ,18,1,,,,
FG1,dbo,lab_chemical_properties,vanadium_water_extractable,26,vanadium_water_extractable,168,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,zinc_water_extractable,22,zinc_water_extractable,169,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,mehlich_3_extractable_method,28,mehlich_3_extractable_method,170,varchar,12,          ,          ,,,,
FG1,dbo,lab_chemical_properties,aluminum_mehlich3_extractable,29,aluminum_mehlich3_extractable,171,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,arsenic_mehlich3_extractable,28,arsenic_mehlich3_extractable,172,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,barium_mehlich3_extractable,27,barium_mehlich3_extractable,173,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,cadmium_mehlich3_extractable,28,cadmium_mehlich3_extractable,174,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,calcium_mehlich3_extractable,28,calcium_mehlich3_extractable,175,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,chromium_mehlich3_extractable,29,chromium_mehlich3_extractable,176,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,cobalt_mehlich3_extractable,27,cobalt_mehlich3_extractable,177,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,copper_mehlich3_extractable,27,copper_mehlich3_extractable,178,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,iron_mehlich3_extractable,25,iron_mehlich3_extractable,179,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,lead_mehlich3_extractable,25,lead_mehlich3_extractable,180,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,magnesium_mehlich3_extractable,30,magnesium_mehlich3_extractable,181,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,manganese_mehlich3_extractable,30,manganese_mehlich3_extractable,182,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,molybdenum_mehlich3_extractabl,30,molybdenum_mehlich3_extractabl,183,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,nickel_mehlich3_extractable,27,nickel_mehlich3_extractable,184,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,phosphorus mehlich3 extractable,31,phosphorus_mehlich3_extractable,185,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,potassium_mehlich3_extractable,30,potassium_mehlich3_extractable,186,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,selenium_mehlich3_extractable,29,selenium_mehlich3_extractable,187,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,silicon_mehlich3_extractable,28,silicon_mehlich3_extractable,188,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,sodium_mehlich3_extractable,27,sodium_mehlich3_extractable,189,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,strontium_mehlich3_extractable,30,strontium_mehlich3_extractable,190,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,zinc_mehlich3_extractable,25,zinc_mehlich3_extractable,191,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,sum_of_nh4_ph_7_Ext_bases,25,sum_of_nh4_ph_7_Ext_bases,192,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,sum_of_cations_cec_pH_8_2,25,sum_of_cations_cec_pH_8_2,193,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,ecec_base_plus_aluminum,23,ecec_base_plus_aluminum,194,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,aluminum_saturation,19,aluminum_saturation,195,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,base_sat_sum_of_cations_ph_8_2,30,base_sat_sum_of_cations_ph_8_2,196,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,base_sat_nh4oac_ph_7,20,base_sat_nh4oac_ph_7,197,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,estimated_organic_carbon,24,estimated_organic_carbon,198,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,carbon_to_nitrogen_ratio,24,carbon_to_nitrogen_ratio,199,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,aluminum_plus_half_iron_oxalat,30,aluminum_plus_half_iron_oxalat,200,decimal,          ,10,2,,,,
FG1,dbo,lab_chemical_properties,caco3_lt_20_mm,14,caco3_lt_20_mm,201,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,gypsum_lt_20_mm,15,gypsum_lt_20_mm,202,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,to_mg_ratio,14,ca_to_mg_ratio,203,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,total_estimated_salts_satx,26,total_estimated_salts_satx,204,decimal,          ,10,1,,,,
FG1,dbo,lab_chemical_properties,exchangeable_sodium,19,exchangeable_sodium,205,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,sodium_absorption_ratio,23,sodium_absorption_ratio,206,decimal,          ,10,0,,,,
FG1,dbo,lab_chemical_properties,phosphorus_anion_resin_capacit,30,phosphorus_anion_resin_capacit,207,decimal,          ,10,1,,,,
FG1,dbo,lab_datamart_data,lab_datamart_data_key,21,lab_datamart_data_key,1,bigint,          ,19,0,Y,NOT NULL,,
FG1,dbo,lab_datamart_data,lab_datamart_pair_key,21,lab_datamart_pair_key,2,varchar,50,          ,          ,,NOT NULL,,
FG1,dbo,lab_datamart_data,lab_datamart_pair_value,23,lab_datamart_pair_value,3,varchar,512,          ,          ,,NOT NULL,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,labsampnum,10,labsampnum,1,varchar,10,          ,          ,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,result_source_key,17,result_source_key,2,int,          ,10,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,prep_code,9,prep_code,3,varchar,64,          ,          ,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,major_element_method,20,major_element_method,4,varchar,12,          ,          ,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,aluminum_major_element,22,aluminum_major_element,5,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,calcium_major_element,21,calcium_major_element,6,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,iron_major_element,18,iron_major_element,7,decimal,          ,8,0,,,,
