TableOnFileGroup,Schema Name,Table Name,COLUMN_NAME2,column_length,Data Element,OrdinalPosition,Data Type,Max Len,Prec,Scale,Identity,NOT NULL,References,Default Value
FG1,dbo,lab_major_and_trace_elements_and_oxides,potassium_major_element,23,potassium_major_element,8,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,magnesium_major_element,23,magnesium_major_element,9,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,manganese_major_element,23,manganese_major_element,10,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,sodium_major_element,20,sodium_major_element,11,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,phosphorus_major_element,24,phosphorus_major_element,12,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,silicon_major_element,21,silicon_major_element,13,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,strontium_major_element,23,strontium_major_element,14,decimal,          ,10,3,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,titanium_major_element,22,titanium_major_element,15,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,zirconium_major_element,23,zirconium_major_element,16,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,trace_element_method,20,trace_element_method,17,varchar,12,          ,          ,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,silver_trace_element,20,silver_trace_element,18,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,arsenic_trace_element,21,arsenic_trace_element,19,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,barium_trace_element,20,barium_trace_element,20,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,beryllium_trace_element,23,beryllium_trace_element,21,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,cadmium_trace_element,21,cadmium_trace_element,22,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,cobalt_trace_element,20,cobalt_trace_element,23,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,chromium_trace_element,22,chromium_trace_element,24,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,copper_trace_element,20,copper_trace_element,25,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,mercury_trace_element,21,mercury_trace_element,26,decimal,          ,8,0,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,manganese_trace_element,23,manganese_trace_element,27,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,molybdenum_trace_element,24,molybdenum_trace_element,28,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,nickel_trace_element,20,nickel_trace_element,29,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,phosphorus_trace_element,24,phosphorus_trace_element,30,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,lead_trace_element,18,lead_trace_element,31,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,antimony_trace_element,22,antimony_trace_element,32,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,selenium_trace_element,22,selenium_trace_element,33,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,tin_trace_element,17,tin_trace_element,34,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,strontium_trace_element,23,strontium_trace_element,35,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,thallium_trace_element,22,thallium_trace_element,36,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,vanadium_trace_element,22,vanadium_trace_element,37,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,tungsten_trace_element,22,tungsten_trace_element,38,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,zinc_trace_element,18,zinc_trace_element,39,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,iron_oxide_total,16,iron_oxide_total,40,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,aluminum_oxide_total,20,aluminum_oxide_total,41,decimal,          ,8,2,,,,
FG1,dbo,lab_major_and_trace_elements_and_oxides,potassium_oxide_total,21,potassium_oxide_total,42,decimal,          ,8,2,,,,
FG1,dbo,lab_method_code,mcid,4,mcid,1,int,          ,10,0,Y,NOT NULL,,
FG1,dbo,lab_method_code,procedure_key,13,procedure_key,2,int,          ,10,0,,,,
FG1,dbo,lab_method_code,requested_anal_name,19,requested_anal_name,3,varchar,240,          ,          ,,,,
FG1,dbo,lab_method_code,proced_name,11,proced_name,4,varchar,120,          ,          ,,,,
FG1,dbo,lab_method_code,proced_abbrev,13,proced_abbrev,5,varchar,120,          ,          ,,,,
FG1,dbo,lab_method_code,proced_desc,11,proced_desc,6,varchar,295,          ,          ,,,,
FG1,dbo,lab_method_code,proced_code,11,proced_code,7,varchar,20,          ,          ,,,,
FG1,dbo,lab_method_code,source_system_key,17,source_system_key,8,int,          ,10,0,,,,
FG1,dbo,lab_method_code,source_system_name,18,source_system_name,9,nvarchar,240,          ,          ,,,,
FG1,dbo,lab_mineralogy_glass_count,labsampnum,10,labsampnum,1,varchar,10,          ,          ,,,,
FG1,dbo,lab_mineralogy_glass_count,result_source_key,17,result_source_key,2,int,          ,10,0,,,,
FG1,dbo,lab_mineralogy_glass_count,prep_code,9,prep_code,3,varchar,64,          ,          ,,,,
FG1,dbo,lab_mineralogy_glass_count,analyzed_size_frac,18,analyzed_size_frac,4,varchar,128,          ,          ,,,,
FG1,dbo,lab_mineralogy_glass_count,Glass_Count_Method,18,Glass_Count_Method,5,varchar,12,          ,          ,,,,
FG1,dbo,lab_mineralogy_glass_count,Basic_Glass_Count,20,BG_Basic_Glass_Count,6,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Diatoms_Glass_Count,22,DI_Diatoms_Glass_Count,7,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,GA Glass Aggregates Glass Count,31,GA_Glass_Aggregates_Glass_Count,8,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Glass_Glass_Count,20,GS_Glass_Glass_Count,9,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,FG Glass Coated Feldspar Glass Count,36,FG_Glass_Coated_Feldspar_Glass_Count,10,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,GC Glass Coated Grain Glass Count,33,GC_Glass_Coated_Grain_Glass_Count,11,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,HG Glass Coated Hornblende Glass Count,38,HG_Glass_Coated_Hornblende_Glass_Count,12,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,OG Glass Coated Opaques Glass Count,35,OG_Glass_Coated_Opaques_Glass_Count,13,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,QG Glass Coated Quartz Glass Count,34,QG_Glass_Coated_Quartz_Glass_Count,14,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,GM Glassy Materials Glass Count,31,GM_Glassy_Materials_Glass_Count,15,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Other_Glass_Count,20,OT_Other_Glass_Count,16,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Plant_Opal_Glass_Count,25,PO_Plant_Opal_Glass_Count,17,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Sponge_Spicule_Glass_Count,29,SS_Sponge_Spicule_Glass_Count,18,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,AR Weatherable Aggregates Glass Count,37,AR_Weatherable_Aggregates_Glass_Count,19,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Palagonite_Glass_Count,25,PA_Palagonite_Glass_Count,20,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Pumice_Glass_Count,21,PM_Pumice_Glass_Count,21,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Petro_Count_Method,18,Petro_Count_Method,22,varchar,12,          ,          ,,,,
FG1,dbo,lab_mineralogy_glass_count,Actinolite_Petro_Count,25,AC_Actinolite_Petro_Count,23,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Albite_Petro_Count,21,FB_Albite_Petro_Count,24,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Amphibole_Petro_Count,24,AM_Amphibole_Petro_Count,25,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Anatase_Petro_Count,22,AE_Anatase_Petro_Count,26,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Andalusite_Petro_Count,25,AN_Andalusite_Petro_Count,27,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Andesite_Petro_Count,23,FA_Andesite_Petro_Count,28,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Anhydrite_Petro_Count,24,AY_Anhydrite_Petro_Count,29,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Anorthite_Petro_Count,24,FN_Anorthite_Petro_Count,30,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Anorthoclase_Petro_Count,27,FH_Anorthoclase_Petro_Count,31,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Anthophyllite_Petro_Count,28,AH_Anthophyllite_Petro_Count,32,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Antigorite_Petro_Count,25,AG_Antigorite_Petro_Count,33,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Apatite_Petro_Count,22,AP_Apatite_Petro_Count,34,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Aragonite_Petro_Count,24,AO_Aragonite_Petro_Count,35,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Arfvedsonite_Petro_Count,27,AF_Arfvedsonite_Petro_Count,36,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Augite_Petro_Count,21,AU_Augite_Petro_Count,37,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Barite_Petro_Count,21,BA_Barite_Petro_Count,38,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Basic_Glass_Petro_Count,26,BG_Basic_Glass_Petro_Count,39,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Beryl_Petro_Count,20,BY_Beryl_Petro_Count,40,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Biotite_Petro_Count,22,BT_Biotite_Petro_Count,41,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,BC Biotite Chlorite Petro Count,31,BC_Biotite_Chlorite_Petro_Count,42,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Bohmite_Petro_Count,22,BE_Bohmite_Petro_Count,43,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Bronzite_Petro_Count,23,BZ_Bronzite_Petro_Count,44,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Brookite_Petro_Count,23,BK_Brookite_Petro_Count,45,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Brucite_Petro_Count,22,BR_Brucite_Petro_Count,46,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Calcite_Petro_Count,22,CA_Calcite_Petro_Count,47,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,CB Carbonate Aggregates Petro Count,35,CB_Carbonate_Aggregates_Petro_Count,48,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Cassiterite_Petro_Count,26,CT_Cassiterite_Petro_Count,49,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,CD Chert Chalcedony Jasper Agate Onyx Petro Count,49,CD_Chert_Chalcedony_Jasper_Agate_Onyx_Petro_Count,50,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Chlorite_Petro_Count,23,CL_Chlorite_Petro_Count,51,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Chlorite_Mica_Petro_Count,28,CM_Chlorite_Mica_Petro_Count,52,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Chrysotile_Petro_Count,25,CY_Chrysotile_Petro_Count,53,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,QC Clay Coated Quartz Petro Count,33,QC_Clay_Coated_Quartz_Petro_Count,54,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,CH Cliachite Bauxite Petro Count,32,CH_Cliachite_Bauxite_Petro_Count,55,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Clinozoisite_Petro_Count,27,CZ_Clinozoisite_Petro_Count,56,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Coal_Petro_Count,19,CC_Coal_Petro_Count,57,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Collophane_Petro_Count,25,CO_Collophane_Petro_Count,58,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Corundum_Petro_Count,23,CN_Corundum_Petro_Count,59,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Cristobalite_Petro_Count,27,CR_Cristobalite_Petro_Count,60,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Diatoms_Petro_Count,22,DI_Diatoms_Petro_Count,61,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Diopside_Petro_Count,23,DP_Diopside_Petro_Count,62,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Dolomite_Petro_Count,23,DL_Dolomite_Petro_Count,63,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Dumortierite_Petro_Count,27,DU_Dumortierite_Petro_Count,64,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Enstatite_Petro_Count,24,EN_Enstatite_Petro_Count,65,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Epidote_Petro_Count,22,EP_Epidote_Petro_Count,66,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Feldspar_Petro_Count,23,FD_Feldspar_Petro_Count,67,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Feldspathoids_Petro_Count,28,FZ_Feldspathoids_Petro_Count,68,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Ferromagnesium_Petro_Count,29,FM_Ferromagnesium_Petro_Count,69,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Fluorite_Petro_Count,23,FU_Fluorite_Petro_Count,70,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Foraminifera_Petro_Count,27,FF_Foraminifera_Petro_Count,71,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Galena_Petro_Count,21,GG_Galena_Petro_Count,72,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Garnet_Petro_Count,21,GN_Garnet_Petro_Count,73,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Gibbsite_Petro_Count,23,GI_Gibbsite_Petro_Count,74,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,GA Glass Aggregates Petro Count,31,GA_Glass_Aggregates_Petro_Count,75,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,FG Glass Coated Feldspar Petro Count,36,FG_Glass_Coated_Feldspar_Petro_Count,76,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,GC Glass Coated Grain Petro Count,33,GC_Glass_Coated_Grain_Petro_Count,77,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,HG Glass Coated Hornblende Petro Count,38,HG_Glass_Coated_Hornblende_Petro_Count,78,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,OG Glass Coated Opaque Petro Count,34,OG_Glass_Coated_Opaque_Petro_Count,79,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,QG Glass Coated Quartz Petro Count,34,QG_Glass_Coated_Quartz_Petro_Count,80,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Glass_Petro_Count,20,GS_Glass_Petro_Count,81,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Glassy_Matrials_Petro_Count,30,GM_Glassy_Matrials_Petro_Count,82,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Glauconite_Petro_Count,25,GL_Glauconite_Petro_Count,83,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Glaucophane_Petro_Count,26,GO_Glaucophane_Petro_Count,84,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Goethite_Petro_Count,23,GE_Goethite_Petro_Count,85,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Gold_Petro_Count,19,GD_Gold_Petro_Count,86,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Gypsum_Petro_Count,21,GY_Gypsum_Petro_Count,87,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Halloysite_Petro_Count,25,KH_Halloysite_Petro_Count,88,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Hematite_Petro_Count,23,HE_Hematite_Petro_Count,89,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Hornblende_Petro_Count,25,HN_Hornblende_Petro_Count,90,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Hydrobiotite_Petro_Count,27,HB_Hydrobiotite_Petro_Count,91,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Iddingsite_Petro_Count,25,ID_Iddingsite_Petro_Count,92,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,QI Iron Oxide Coated Quartz Petro Count,39,QI_Iron_Oxide_Coated_Quartz_Petro_Count,93,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,FE Iron Oxides Geothite Magnetite Hematite Li Petro Count,57,FE_Iron_Oxides_Geothite_Magnetite_Hematite_Li_Petro_Count,94,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Jarosite_Petro_Count,23,JO_Jarosite_Petro_Count,95,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Kaolinite_Petro_Count,24,KK_Kaolinite_Petro_Count,96,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Kyanite_Petro_Count,22,KY_Kyanite_Petro_Count,97,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Labradorite_Petro_Count,26,FL_Labradorite_Petro_Count,98,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Lamprobolite_Petro_Count,27,LA_Lamprobolite_Petro_Count,99,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Lepidolite_Petro_Count,25,LP_Lepidolite_Petro_Count,100,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Lepidomelane_Petro_Count,27,LO_Lepidomelane_Petro_Count,101,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Leucoxene_Petro_Count,24,LU_Leucoxene_Petro_Count,102,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Limonite_Petro_Count,23,LM_Limonite_Petro_Count,103,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Lithiophorite_Petro_Count,28,LT_Lithiophorite_Petro_Count,104,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Magnesite_Petro_Count,24,ME_Magnesite_Petro_Count,105,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Magnetite_Petro_Count,24,MG_Magnetite_Petro_Count,106,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Marcasite_Petro_Count,24,MR_Marcasite_Petro_Count,107,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Melilite_Petro_Count,23,ML_Melilite_Petro_Count,108,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Mica_Petro_Count,19,MI_Mica_Petro_Count,109,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Microcline_Petro_Count,25,FC_Microcline_Petro_Count,110,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Monazite_Petro_Count,23,MZ_Monazite_Petro_Count,111,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Montmorillonite_Petro_Count,30,MT_Montmorillonite_Petro_Count,112,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Muscovite_Petro_Coun,23,MS_Muscovite_Petro_Coun,113,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Nepheline_Petro_Count,24,NE_Nepheline_Petro_Count,114,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Non_Crystalline_Petro_Count,30,NX_Non_Crystalline_Petro_Count,115,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Oligoclase_Petro_Count,25,FO_Oligoclase_Petro_Count,116,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Olivine_Petro_Count,22,OV_Olivine_Petro_Count,117,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Opaques_Petro_Count,22,OP_Opaques_Petro_Count,118,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Orthoclase_Petro_Count,25,FR_Orthoclase_Petro_Count,119,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,OR Other Resistant Minerals Petro Count,39,OR_Other_Resistant_Minerals_Petro_Count,120,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,OW Other Weatherable Minerals Petro Count,41,OW_Other_Weatherable_Minerals_Petro_Count,121,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Other_Petro_Count,20,OT_Other_Petro_Count,122,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Perovskite_Petro_Count,25,PK_Perovskite_Petro_Count,123,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Phlogophit_Petro_Count,25,PL_Phlogophit_Petro_Count,124,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Piemontite_Petro_Count,25,PD_Piemontite_Petro_Count,125,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,FP Plagioclase Feldspar Petro Count,35,FP_Plagioclase_Feldspar_Petro_Count,126,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Plant_Opal_Petro_Count,25,PO_Plant_Opal_Petro_Count,127,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Plumbojarosite_Petro_Count,29,PJ_Plumbojarosite_Petro_Count,128,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Pollen_Petro_Count,21,PN_Pollen_Petro_Count,129,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,FK Potassium Feldspar Petro Count,33,FK_Potassium_Feldspar_Petro_Count,130,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Pyrite_Petro_Count,21,PI_Pyrite_Petro_Count,131,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Pyrolusite_Petro_Count,25,PU_Pyrolusite_Petro_Count,132,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Pyrophyllite_Petro_Count,27,PY_Pyrophyllite_Petro_Count,133,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Pyroxene_Petro_Count,23,PR_Pyroxene_Petro_Count,134,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Quartz_Petro_Count,21,QZ_Quartz_Petro_Count,135,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,RA Resistant Aggregates Petro Count,35,RA_Resistant_Aggregates_Petro_Count,136,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,MD Resistant Mineraloids Petro Count,36,MD_Resistant_Mineraloids_Petro_Count,137,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,RE Resistant Minerals Petro Count,33,RE_Resistant_Minerals_Petro_Count,138,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Rhodochrosite_Petro_Count,28,RO_Rhodochrosite_Petro_Count,139,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,RB Riebeckite Blue Amphibole Petro Count,40,RB_Riebeckite_Blue_Amphibole_Petro_Count,140,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Rutile_Petro_Count,21,RU_Rutile_Petro_Count,141,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Sanidine_Petro_Count,23,FS_Sanidine_Petro_Count,142,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Sericite_Petro_Count,23,SR_Sericite_Petro_Count,143,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Siderite_Petro_Count,23,SI_Siderite_Petro_Count,144,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,SA Siliceous Aggregates Petro Count,35,SA_Siliceous_Aggregates_Petro_Count,145,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Sillimanite_Petro_Count,26,SL_Sillimanite_Petro_Count,146,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Sphalerite_Petro_Count,25,SG_Sphalerite_Petro_Count,147,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Sphene_Petro_Count,21,SP_Sphene_Petro_Count,148,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Spinel_Petro_Count,21,SN_Spinel_Petro_Count,149,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Sponge_Spicule_Petro_Count,29,SS_Sponge_Spicule_Petro_Count,150,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Staurolite_Petro_Count,25,SO_Staurolite_Petro_Count,151,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Stilbite_Petro_Count,23,ST_Stilbite_Petro_Count,152,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Sulfur_Petro_Count,21,SU_Sulfur_Petro_Count,153,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Talc_Petro_Count,19,TA_Talc_Petro_Count,154,decimal,          ,3,0,,,,
FG1,dbo,lab_mineralogy_glass_count,Topaz_Petro_Count,20,TP_Topaz_Petro_Count,155,decimal,          ,3,0,,,,
